TitleID,ItemID,PageID,HasImage,ZooID
12272,45236,12536905,NO,ASC0000xu3
12272,45236,12536906,NO,ASC0000y09
12272,45236,12536907,NO,ASC0000y0i
12272,45236,12536908,NO,ASC0000xsx
12272,45236,12536909,NO,ASC0000xvv
12272,45236,12536910,NO,ASC0000xz8
12272,45236,12536911,NO,ASC0000xv6
12272,45236,12536912,NO,ASC0000xyq
12272,45236,12536913,NO,ASC0000xmi
12272,45236,12536914,NO,ASC0000xy0
12272,45236,12536915,NO,ASC000140v
12272,45236,12536916,NO,ASC0000xvz
12272,45236,12536917,NO,ASC0000y0f
12272,45236,12536918,NO,ASC0000xwm
12272,45236,12536919,NO,ASC0000xzp
12272,45236,12536920,NO,ASC0000xsk
12272,45236,12536921,NO,ASC0000y0s
12272,45236,12536922,NO,ASC0000xux
12272,45236,12536923,NO,ASC0000xxc
12272,45236,12536924,YES,ASC0000xwb
12272,45236,12536925,NO,ASC0000y25
12272,45236,12536926,NO,ASC0000xxm
12272,45236,12536927,NO,ASC0000xrn
12272,45236,12536928,YES,ASC0000xvs
12272,45236,12536929,YES,ASC0000y0k
12272,45236,12536930,YES,ASC0000xvh
12272,45236,12536931,YES,ASC0000xud
12272,45236,12536932,NO,ASC0000xs5
12272,45236,12536933,NO,ASC0000y00
12272,45236,12536934,YES,ASC0000y13
12272,45236,12536935,YES,ASC0000y15
12272,45236,12536936,NO,ASC0000xny
12272,45236,12536937,NO,ASC0000y0r
12272,45236,12536938,NO,ASC0000y1i
12272,45236,12536939,NO,ASC0000xra
12272,45236,12536940,NO,ASC0000xw0
12272,45236,12536941,NO,ASC0000xvd
12272,45236,12536942,NO,ASC0000xsi
12272,45236,12536943,NO,ASC0000xwe
12272,45236,12536944,NO,ASC0000y3y
12272,45236,12536945,NO,ASC0000xzi
12272,45236,12536946,NO,ASC0000xrq
12272,45236,12536947,NO,ASC0000xup
12272,45236,12536948,NO,ASC0000xtt
12272,45236,12536949,NO,ASC0000xzw
12272,45236,12536950,NO,ASC0000xwj
12272,45236,12536951,NO,ASC0000y0t
12272,45236,12536952,NO,ASC0000xso
12272,45236,12536953,NO,ASC0000xn7
12272,45236,12536954,NO,ASC0000xqx
12272,45236,12536955,NO,ASC0000xto
12272,45236,12536956,NO,ASC0000xol
12272,45236,12536957,NO,ASC0000y1p
12272,45236,12536958,NO,ASC0000xwk
12272,45236,12536959,NO,ASC0000xti
12272,45236,12536960,NO,ASC0000xwd
12272,45236,12536961,NO,ASC0000xvb
12272,45236,12536962,NO,ASC00014e9
12272,45236,12536963,NO,ASC000146x
12272,45236,12536964,NO,ASC0000xsv
12272,45236,12536965,NO,ASC0000xzh
12272,45236,12536966,NO,ASC0000xyr
12272,45236,12536967,NO,ASC0000xwz
12272,45236,12536968,NO,ASC0000xoz
12272,45236,12536969,NO,ASC0000xt3
12272,45236,12536970,NO,ASC0000xoe
12272,45236,12536971,NO,ASC0000xx2
12272,45236,12536972,NO,ASC0000y18
12272,45236,12536973,NO,ASC0000xqi
12272,45236,12536974,NO,ASC0000y21
12272,45236,12536975,NO,ASC0000xs2
12272,45236,12536976,NO,ASC0000xos
12272,45236,12536977,NO,ASC0000xy3
12272,45236,12536978,NO,ASC0000xs3
12272,45236,12536979,NO,ASC0000xwi
12272,45236,12536980,NO,ASC0000xz2
12272,45236,12536981,NO,ASC0000xue
12272,45236,12536982,NO,ASC0000xx1
12272,45236,12536983,NO,ASC0000xm2
12272,45236,12536984,NO,ASC0000xw1
12272,45236,12536985,NO,ASC0000xu5
12272,45236,12536986,NO,ASC0000xr1
12272,45236,12536987,NO,ASC0000xwx
12272,45236,12536988,YES,ASC0000xw8
12272,45236,12536989,YES,ASC0000y0w
12272,45236,12536990,NO,ASC0000xz0
12272,45236,12536991,NO,ASC0000y1g
12272,45236,12536992,NO,ASC0000y3q
12272,45236,12536993,NO,ASC0000xqq
12272,45236,12536994,NO,ASC0000xpt
12272,45236,12536995,NO,ASC0000xqe
12272,45236,12536996,NO,ASC0000y0u
12272,45236,12536997,NO,ASC0000xr4
12272,45236,12536998,NO,ASC0000xwc
12272,45236,12536999,NO,ASC0000y1x
12272,45236,12537000,NO,ASC0000y0v
12272,45236,12537001,NO,ASC0000xvq
12272,45236,12537002,NO,ASC0000xri
12272,45236,12537003,NO,ASC0000xuy
12272,45236,12537004,YES,ASC0000xtq
12272,45236,12537005,YES,ASC0000xxe
12272,45236,12537006,NO,ASC0000xrf
12272,45236,12537007,NO,ASC0000xt4
12272,45236,12537008,NO,ASC0000y2s
12272,45236,12537009,NO,ASC0000xqv
12272,45236,12537010,NO,ASC0000xnp
12272,45236,12537011,NO,ASC0000xx7
12272,45236,12537012,NO,ASC0000xkb
12272,45236,12537013,NO,ASC0000xxi
12272,45236,12537014,NO,ASC0000xzx
12272,45236,12537015,NO,ASC0000xum
12272,45236,12537016,NO,ASC0000xu4
12272,45236,12537017,NO,ASC0000xpo
12272,45236,12537018,NO,ASC0000xu0
12272,45236,12537019,NO,ASC0000xt1
12272,45236,12537020,NO,ASC0000xn8
12272,45236,12537021,NO,ASC0000y0y
12272,45236,12537022,NO,ASC0000xxn
12272,45236,12537023,NO,ASC0000xln
12272,45236,12537024,NO,ASC0000xtu
12272,45236,12537025,NO,ASC0000xr5
12272,45236,12537026,NO,ASC0000xoo
12272,45236,12537027,NO,ASC0000xo2
12272,45236,12537028,NO,ASC0000xsd
12272,45236,12537029,NO,ASC0000xts
12272,45236,12537030,NO,ASC0000xo8
12272,45236,12537031,NO,ASC0000xpm
12272,45236,12537032,NO,ASC0000xnx
12272,45236,12537033,NO,ASC0000xp2
12272,45236,12537034,NO,ASC0000xxg
12272,45236,12537035,NO,ASC0000xv8
12272,45236,12537036,NO,ASC0000xy8
12272,45236,12537037,NO,ASC0000xqr
12272,45236,12537038,NO,ASC0000xob
12272,45236,12537039,NO,ASC0000xsl
12272,45236,12537040,NO,ASC0000xro
12272,45236,12537041,YES,ASC0000y3a
12272,45236,12537042,YES,ASC0000xh1
12272,45236,12537043,YES,ASC0002ljc
12272,45239,12538408,YES,
12272,45239,12538409,YES,ASC0000y5c
12272,45239,12538410,YES,ASC0000y3g
12272,45239,12538411,YES,ASC0000y5b
12272,45239,12538412,NO,ASC0000y5d
12272,45239,12538413,NO,ASC0000y5y
12272,45239,12538414,YES,ASC0000y36
12272,45239,12538415,YES,ASC0000y30
12272,45239,12538416,NO,ASC0000y34
12272,45239,12538417,NO,ASC0000y2u
12272,45239,12538418,NO,ASC0000xq1
12272,45239,12538419,NO,ASC0000xtw
12272,45239,12538420,NO,ASC0000xyk
12272,45239,12538421,NO,ASC0000xw4
12272,45239,12538422,NO,ASC0000xze
12272,45239,12538423,NO,ASC0000xvk
12272,45239,12538424,NO,ASC0000xmx
12272,45239,12538425,NO,ASC0000xxa
12272,45239,12538426,NO,ASC0000xsu
12272,45239,12538427,NO,ASC0000xuz
12272,45239,12538428,NO,ASC0000xrm
12272,45239,12538429,NO,ASC0000xqy
12272,45239,12538430,NO,ASC00013v9
12272,45239,12538431,NO,ASC0000xwg
12272,45239,12538432,NO,ASC0000xx5
12272,45239,12538433,NO,ASC0000xpz
12272,45239,12538434,NO,ASC0000xxb
12272,45239,12538435,NO,ASC0000xy6
12272,45239,12538436,NO,ASC0000xwa
12272,45239,12538437,NO,ASC0000xow
12272,45239,12538438,NO,ASC0000xh5
12272,45239,12538439,NO,ASC0000xhd
12272,45239,12538440,NO,ASC0000xyg
12272,45239,12538441,NO,ASC0000xw6
12272,45239,12538442,NO,ASC0000xnk
12272,45239,12538443,NO,ASC0000xw7
12272,45239,12538444,NO,ASC0000xyl
12272,45239,12538445,NO,ASC0000xiy
12272,45239,12538446,NO,ASC0000y0m
12272,45239,12538447,NO,ASC0000xut
12272,45239,12538448,NO,ASC00013u2
12272,45239,12538449,NO,ASC0000xve
12272,45239,12538450,NO,ASC0000y1t
12272,45239,12538451,NO,ASC0000xp3
12272,45239,12538452,NO,ASC0000y52
12272,45239,12538453,NO,ASC0000xsz
12272,45239,12538454,NO,ASC0000xza
12272,45239,12538455,NO,ASC0000xpn
12272,45239,12538456,NO,ASC0000xjc
12272,45239,12538457,NO,ASC0000xs6
12272,45239,12538458,NO,ASC0000xva
12272,45239,12538459,NO,ASC0000y0h
12272,45239,12538460,NO,ASC0000xph
12272,45239,12538461,NO,ASC0000xn4
12272,45239,12538462,NO,ASC0000xkm
12272,45239,12538463,NO,ASC0000xvx
12272,45239,12538464,NO,ASC0000xvc
12272,45239,12538465,NO,ASC0000xr9
12272,45239,12538466,NO,ASC0000xps
12272,45239,12538467,NO,ASC0000xv4
12272,45239,12538468,NO,ASC0000xxu
12272,45239,12538469,NO,ASC0000xzd
12272,45239,12538470,NO,ASC0000xrx
12272,45239,12538471,NO,ASC0000xrb
12272,45239,12538472,NO,ASC0000xm7
12272,45239,12538473,NO,ASC0000xyn
12272,45239,12538474,NO,ASC0000xsr
12272,45239,12538475,NO,ASC0000xsn
12272,45239,12538476,NO,ASC0000xot
12272,45239,12538477,NO,ASC0000xni
12272,45239,12538478,NO,ASC0000xnh
12272,45239,12538479,NO,ASC0000xs8
12272,45239,12538480,NO,ASC0000xwr
12272,45239,12538481,NO,ASC0000xua
12272,45239,12538482,NO,ASC0000xt8
12272,45239,12538483,NO,ASC0000xtp
12272,45239,12538484,NO,ASC0000xyh
12272,45239,12538485,NO,ASC0000xrw
12272,45239,12538486,NO,ASC0000xvo
12272,45239,12538487,NO,ASC0000xnr
12272,45239,12538488,NO,ASC0000xqb
12272,45239,12538489,NO,ASC0000xku
12272,45239,12538490,NO,ASC0000xy7
12272,45239,12538491,NO,ASC0000xz5
12272,45239,12538492,NO,ASC0000xwl
12272,45239,12538493,NO,ASC0000xtm
12272,45239,12538494,NO,ASC0000xqt
12272,45239,12538495,NO,ASC0000xkz
12272,45239,12538496,NO,ASC0000xv9
12272,45239,12538497,NO,ASC0000xoc
12272,45239,12538498,NO,ASC0000xvf
12272,45239,12538499,NO,ASC0000y1o
12272,45239,12538500,NO,ASC0000xst
12272,45239,12538501,NO,ASC0000y04
12272,45239,12538502,NO,ASC0000xhs
12272,45239,12538503,NO,ASC0000xui
12272,45239,12538504,NO,ASC0000xrp
12272,45239,12538505,NO,ASC0000xod
12272,45239,12538506,NO,ASC0000xog
12272,45239,12538507,NO,ASC0000xm9
12272,45239,12538508,NO,ASC0000xs4
12272,45239,12538509,NO,ASC0000xo6
12272,45239,12538510,NO,ASC0000xu9
12272,45239,12538511,NO,ASC0000xt7
12272,45239,12538512,NO,ASC0000xyu
12272,45239,12538513,NO,ASC0000xoy
12272,45239,12538514,NO,ASC0000xnf
12272,45239,12538515,NO,ASC0000xkt
12272,45239,12538516,NO,ASC0000xx8
12272,45239,12538517,NO,ASC0000xmq
12272,45239,12538518,NO,ASC0000xq0
12272,45239,12538519,NO,ASC0000xpk
12272,45239,12538520,NO,ASC0000xgr
12272,45239,12538521,NO,ASC0000xov
12272,45239,12538522,NO,ASC0000xql
12272,45239,12538523,NO,ASC0000xr2
12272,45239,12538524,NO,ASC0000xt9
12272,45239,12538525,NO,ASC0000xl0
12272,45239,12538526,NO,ASC0000xu1
12272,45239,12538527,NO,ASC0000xnj
12272,45239,12538528,NO,ASC0000xp5
12272,45239,12538529,NO,ASC0000xtr
12272,45239,12538530,NO,ASC0000xp6
12272,45239,12538531,NO,ASC0000xpf
12272,45239,12538532,NO,ASC0000xty
12272,45239,12538533,NO,ASC0000xrj
12272,45239,12538534,NO,ASC0000xug
12272,45239,12538535,NO,ASC0000xka
12272,45239,12538536,NO,ASC0000xnz
12272,45239,12538537,NO,ASC0000xl4
12272,45239,12538538,NO,ASC0000xkq
12272,45239,12538539,NO,ASC0000xie
12272,45239,12538540,NO,ASC0000xmy
12272,45239,12538541,YES,ASC0000xn5
12272,45239,12538542,NO,ASC0000xl9
12272,45239,12538543,NO,ASC0000xrk
12272,45239,12538544,NO,ASC0000xv0
12272,45239,12538545,NO,ASC0000xk8
12272,45239,12538546,NO,ASC0000xlq
12272,45239,12538547,NO,ASC0000xil
12272,45239,12538548,NO,ASC0000xqz
12272,45239,12538549,YES,ASC0000xs0
12272,45239,12538550,YES,ASC0000xt6
12272,45239,12538551,YES,ASC0000y1j
12272,45239,12538552,NO,ASC0000xoa
12272,45239,12538553,NO,ASC0000xzo
12272,45239,12538554,NO,ASC0000xjz
12272,45239,12538555,NO,ASC0000xqk
12272,45239,12538556,NO,ASC0000xhk
12272,45239,12538557,NO,ASC0000xwt
12272,45239,12538558,NO,ASC0000xnc
12272,45239,12538559,NO,ASC0000xrz
12272,45239,12538560,NO,ASC0000xpx
12272,45239,12538561,NO,ASC0000xlr
12272,45239,12538562,NO,ASC0000xmb
12272,45239,12538563,NO,ASC0000xm0
12272,45239,12538564,YES,ASC0000xmr
12272,45239,12538565,YES,ASC0000xj2
12272,45239,12538566,NO,ASC0000xuk
12272,45239,12538567,NO,ASC0000xpv
12272,45239,12538568,NO,ASC0000xpg
12272,45239,12538569,NO,ASC0000xta
12272,45239,12538570,NO,ASC0000xor
12272,45239,12538571,NO,ASC0000xvn
12272,45239,12538572,NO,ASC0000xw5
12272,45239,12538573,NO,ASC0000xpy
12272,45239,12538574,NO,ASC0000xn6
12272,45239,12538575,NO,ASC0000xse
12272,45239,12538576,NO,ASC0000xqh
